證券代碼,簡稱,TSE 產業別,年月,財報發布日,ROA(A)稅後息前,ROE(B)－常續利益,營業毛利率,營業利益率,稅後淨利率,股利殖利率,研究發展費用率,營業費用率,常續性EPS,資產總額,負債總額,股東權益總額
1788,杏昌,22,201812,2019/3/29,2.25,3.89,21.65,10.79,8.09,,0,10.85,6.72,2969222,1328212,1641010
1789,神隆,22,201812,2019/3/26,0.86,0.89,51.82,17.93,10.91,,13.05,33.9,0.58,12563328,2024296,10539032
1795,美時,22,201812,2019/3/22,0.99,0.95,49.77,5.71,4.23,,5.1,44.06,0.42,14853683,7172961,7680722
1796,金穎生技,02,201812,2019/3/26,1.07,1.38,35.05,6.72,5.33,,6.42,28.32,0.37,557204,140689,416515
1799,易威,22,201812,2019/3/27,-13.14,-3.57,7.59,-33.77,-97.14,,35.15,41.36,-1.3,1007616,214054,793562
1802,台玻,08,201812,2019/3/29,0.14,0.72,12.5,1.53,-0.3,,0.81,11.02,0.5,85068395,37336030,47732365
1805,寶徠,14,201812,2019/3/28,-1.38,-3.9,17.23,-144.06,-173.72,,0,161.29,-1.17,1445028,849680,595348
1806,冠軍,08,201812,2019/3/30,-1.34,-2.54,18.06,-10.97,-13.55,,0.59,29.03,-1.26,11025256,4613208,6412048
1808,潤隆,14,201812,2019/3/8,1.03,2.75,20.1,13.43,9.98,,0,6.67,7.23,22404680,15094404,7310276
1809,中釉,08,201812,2019/3/28,-0.36,-0.57,16.97,-4.07,-3.58,,2.28,21.54,0,4816463,1014619,3801844
1810,和成,08,201812,2019/3/27,-0.23,-0.76,22.69,1.99,-2.6,,2.52,20.7,-0.2,10786249,5244197,5542052
1813,寶利徠,22,201812,2019/3/4,0.54,0.59,13.3,-8.15,4.86,,1.21,21.45,1.37,1162393,144895,1017498
1815,富喬,28,201812,2019/3/29,0.41,0.38,23.97,11.95,2.18,,0.75,12.02,0.97,14466045,7109586,7356459
1817,凱撒衛,08,201812,2019/3/27,3.5,4.82,33.44,15.57,12.92,,0.79,17.92,3.5,2291903,592163,1699740
1903,士紙,09,201812,2019/3/29,-0.47,-1.33,32.92,-41.53,-48.83,,2.32,74.46,-0.64,6464183,3843596,2620587
1904,正隆,09,201812,2019/3/28,0.64,1.2,22.15,7.86,3,,0.24,14.29,1.04,60038943,35870068,24168875
1905,華紙,09,201812,2019/3/28,0.45,0.7,10.86,2.08,1.99,,2.08,8.78,0.45,31377572,13313464,18064108
1906,寶隆,09,201812,2019/3/14,1.1,-0.08,2.29,0.74,15.59,,0,1.55,2.85,5725092,2065519,3659573
1907,永豐餘,09,201812,2019/3/28,0.36,0.61,15.35,2.43,1.13,,0.36,12.92,0.49,118208374,71275341,46933033
1909,榮成,09,201812,2019/3/18,0.41,0.19,12.97,3.47,-0.3,,2.65,9.49,0.89,71611824,49564004,22047820
2002,中鋼,10,201812,2019/3/25,1.08,1.73,11.98,8.2,6.38,,0.54,3.78,1.6,674526596,331728878,342797718
2006,東和鋼鐵,10,201812,2019/3/26,0.34,0.54,8.18,2.4,1.02,,0,5.78,0.9,48558493,24547729,24010764
2007,燁興,10,201812,2019/3/28,0,-0.85,1.85,-1.42,-1.06,,0,3.27,-0.01,20329394,14417520,5911874
2008,高興昌,10,201812,2019/3/27,0.04,-0.33,1.85,-8.84,-2.13,,0,10.69,-1.1,5234846,2867224,2367622
2009,第一銅,10,201812,2019/3/26,-0.3,-0.24,0.31,-1.48,-2.21,,,1.79,0.45,5151757,1525700,3626057
2010,春源,10,201812,2019/4/1,0.08,0.04,4.28,0.43,0.01,,0,3.85,0.39,17788971,6889079,10899892
2012,春雨,10,201812,2019/3/27,1.85,3.77,18.91,8.72,6.51,,0.68,10.2,1.69,10696879,6403429,4293450
2013,中鋼構,10,201812,2019/3/21,0.25,0.68,1.73,0.28,0.51,,0.04,1.45,0.61,16936147,12711293,4224854
2014,中鴻,10,201812,2019/3/20,1.78,3.84,8.23,4.55,4.8,,0,3.68,2.11,33420913,18657667,14763246
2015,豐興,10,201812,2019/3/18,3.72,4.1,13.56,10.83,10.15,,0.13,2.73,4.95,22802756,4164589,18638167
2017,官田鋼,10,201812,2019/3/28,0.44,0.58,8.33,0,2.22,,0.13,8.33,0.46,8722714,3395234,5327480
2020,美亞,10,201812,2019/3/27,-0.01,1.01,6.34,1.66,-0.62,,0,4.66,1.28,5725863,2711963,3013900
2022,聚亨,10,201812,2019/3/29,0.06,1.26,3.04,0.39,-3.15,,0.16,2.65,0.18,15858348,9606778,6251570
2023,燁輝,10,201812,2019/3/29,-0.42,-1.8,11.48,0.55,-3.87,,0.15,10.93,0.16,87061593,57419961,29641632
2024,志聯,10,201812,2019/3/19,0.41,0.53,9.07,2.41,1.96,,0,6.66,0.77,2299864,1117059,1182805
2025,千興,10,201812,2019/3/29,-3.6,-8.92,-16.25,-18.36,-19.65,,0,2.37,-1.93,2139164,1315165,823999
2027,大成鋼,10,201812,2019/4/1,2.04,2.94,24.31,10.48,7.42,,0,13.82,4.32,97030220,52886636,44143584
2028,威致,10,201812,2019/3/27,1.89,5.04,6.14,4.69,4.1,,0,1.45,1.58,6757822,4514528,2243294
2029,盛餘,10,201812,2019/3/27,-0.02,0,5.71,0.03,-0.1,,0.74,5.68,0.35,9617442,899923,8717519
2030,彰源,10,201812,2019/3/15,1.02,2.12,11.02,4.52,2.77,,0,6.5,1.95,10519273,6490462,4028811
2031,新光鋼,10,201812,2019/3/26,-2.23,0.15,0.86,0.37,-20.7,,0,0.45,0.7,17283121,10047992,7235129
2032,新鋼,10,201812,2019/3/28,-0.1,-0.13,2.17,-0.92,-0.29,,0,3.09,0.12,1968529,329431,1639098
2033,佳大,10,201812,2019/3/12,-0.02,-0.09,8.41,-0.91,-0.42,,0,9.32,0.14,1234358,261981,972377
2034,允強,10,201812,2019/2/25,0.83,1.4,8.75,3.14,2.22,,0,5.6,2.28,11649202,3769651,7879551
2035,唐榮,10,201812,2019/2/26,-3.53,-13.88,-18.83,-21.58,-24.38,,0.12,2.75,-4.14,18942754,14199906,4742848
2038,海光,10,201812,2019/3/28,-1.67,-4.46,-6.52,-8.16,-6.58,,0.06,1.64,-1.34,8262867,4538246,3724621
2049,上銀,05,201812,2019/3/26,1.29,4.3,35.92,13.07,8.83,,5.84,22.85,19.41,48892842,24454442,24438400
2059,川湖,28,201812,2019/2/27,4.38,4.95,51.96,38.51,41.23,,4.58,13.45,18.64,11206655,1132104,10074551
2061,風青,06,201812,2019/3/28,-1.07,-1.62,4.16,-2.69,-4.55,,0,6.85,-0.29,996834,398860,597974
2062,橋椿,38,201812,2019/2/28,0.16,0.06,12.51,0.14,0.23,,1.61,12.37,0.61,12795649,7383827,5411822
2063,世鎧,10,201812,2019/3/27,2.26,4.6,27.74,14.58,12.6,,2.53,13.16,3.66,1593860,850131,743729
2064,晉椿,10,201812,2019/3/27,0.92,1.27,7.61,2.79,2.76,,0,5,1.01,3264110,1884405,1379705
2065,世豐,10,201812,2020/2/25,1.49,1.97,16.21,6.34,5.85,,0.79,9.87,2.88,1445073,414682,1030391
2066,世德,05,201812,2019/4/1,0.13,1.03,22.47,0.31,-0.21,,0.66,22.15,4.54,3005542,1868119,1137423
2067,嘉鋼,05,201812,2019/3/26,1.54,3.42,21.11,6.46,5.59,,1.19,14.65,1.41,1422640,853287,569353
2069,運錩,10,201812,2019/3/25,-0.8,26.52,1.49,-5.32,-4.28,,0.41,6.8,5.69,8332226,4587335,3744891
2070,精湛,05,201812,2019/3/27,1.99,3.41,32.02,9.03,10.37,,4.57,23,2.3,1585423,618394,967029
2101,南港,11,201812,2019/3/27,0.1,0.02,14.13,2.11,-0.14,,0.96,12.02,0.29,23416014,13041739,10374275
2102,泰豐,11,201812,2019/3/29,-3.7,-1.63,3.35,-22.16,-51.19,,2.9,25.5,-1.7,14198620,6170285,8028335
2103,台橡,11,201812,2019/3/14,1.3,2.17,11.04,2.83,5,,1.73,9.24,1.43,30230169,13348328,16881841
2104,國際中橡,11,201812,2019/3/26,1.1,1.51,24.29,14.23,6.89,,1.81,10.06,3.57,49934138,17678812,32255326
2105,正新,11,201812,2019/3/22,0.51,0.67,20.55,3.88,2.02,,5.18,16.67,1.1,174762768,94944762,79818006
2106,建大,11,201812,2019/3/28,0.3,0.41,18.52,1.33,1.12,,4.56,17.2,0.8,40149478,21133378,19016100
2107,厚生,11,201812,2019/3/28,0.2,0.22,24.49,4.5,6.75,,0.99,19.99,0.61,14124090,3765168,10358922
2108,南帝,11,201812,2019/3/18,3.84,4.73,25.04,14.61,10.86,,0.67,10.43,3.12,10156779,1863800,8292979
2109,華豐,11,201812,2019/3/28,0.74,0.49,16.73,-0.76,2.71,,0.69,17.5,-0.64,7120207,3157525,3962682
2114,鑫永銓,11,201812,2019/3/20,3.53,4.59,34.88,25.65,19.56,,1.36,9.22,6.27,2635353,341299,2294054
2115,六暉-KY,12,201812,2019/3/13,2.38,3.48,23.82,13.78,11.14,,1.07,10.04,2.52,3383863,1156259,2227604
2201,裕隆,12,201812,2019/3/29,0.35,1.14,19.05,-0.89,4.01,,0.26,19.97,1.34,319860559,235436585,84423974
2204,中華,12,201812,2019/3/29,1.2,1.73,10.65,4.02,9.83,,8.66,7.22,2.8,64504416,8730327,55774089
2206,三陽工業,12,201812,2019/4/1,-2.49,-3.16,13.18,-7.78,-14.31,,6.58,20.96,0.1,37396928,23295771,14101157
2207,和泰車,12,201812,2019/3/26,1.36,4.74,14.95,7.82,5.59,,0.03,7.15,18.33,229385705,171149747,58235958
2208,台船,15,201812,2019/3/15,-3.54,-12.84,-11.12,-24.82,-24.57,,1.21,13.71,-8.48,22826431,16840877,5985554
2211,長榮鋼,10,201812,2019/10/8,4.61,5.56,23.03,15.76,15.67,,0,7.27,2.5,17507511,3115916,14391595
2221,大甲,20,201812,2019/3/22,2.11,3.68,26.1,12.38,10.3,,0.9,13.72,3.35,1440347,638563,801784
2227,裕日車,12,201812,2019/3/26,6.1,7.86,13.35,3.33,18.42,,2.17,10.02,19.63,26099747,5642713,20457034
2228,劍麟,12,201812,2019/3/27,2.36,3.15,29.53,12.31,10.99,,4.06,17.22,6.66,4904300,1140545,3763755
2230,泰茂,05,201812,2019/4/1,0.39,0.49,20.34,2.99,1.59,,0.42,16.97,0.24,976412,494529,481883
2231,為升,12,201812,2019/3/26,3.79,6.42,51.78,31.29,25.12,,10.24,20.49,9.52,6719975,2719267,4000708
2233,宇隆,12,201812,2019/3/28,2.3,3.26,34.43,17.8,15.07,,5.4,16.63,6.78,3629225,953884,2675341
2235,謚源,05,201812,2019/3/14,1.72,2.14,24.56,13.62,13.04,,2.04,10.94,2.85,1563940,264367,1299573
2236,百達-KY,12,201812,2019/3/29,3.19,4.65,33.29,14.25,12.08,,3.96,19.04,3.47,2154382,804129,1350253
2239,英利-KY,12,201812,2019/3/27,0.98,2.06,18.18,4.25,4.58,,5.09,13.93,9.53,31018498,17619025,13399473
2241,艾姆勒,12,201812,2019/4/24,0.9,1.56,22.46,2.68,6.25,,10.95,19.78,0.66,2177506,1252947,924559
2243,宏旭-KY,12,201812,2019/3/28,-1.22,-5.97,11.31,-13.61,-17.7,,5.91,24.92,-0.84,3959065,2993940,965125
2247,汎德永業,12,201812,2019/4/29,2.12,2.91,12.99,3.6,2.93,,0,9.52,10.57,12139145,3623815,8515330
2301,光寶科,25,201812,2019/2/27,1.34,3.13,13.41,3.69,5,,3.09,9.72,4.35,197136069,122457668,74678401
2302,麗正,24,201812,2019/3/31,0.36,0.39,40.93,3.39,5.22,,0.8,37.54,0.16,1990731,335734,1654997
2303,聯電,24,201812,2019/3/8,-0.66,-1.09,12.95,-1.66,-8.45,,10.54,18.01,0.7,364604906,158068415,206536491
2305,全友,25,201812,2019/3/25,0.24,-1.08,32.27,-17.82,3.85,,15.57,50.09,-0.26,2611304,378822,2232482
2308,台達電,28,201812,2019/3/11,2.41,4.48,28.26,9.16,9.47,,8.36,19.09,6.98,261935424,122474516,139460908
2312,金寶,31,201812,2019/3/28,0.61,1.68,6.92,1.84,0.86,,2.06,5.08,0.35,99147870,72579010,26568860
2313,華通,28,201812,2019/3/18,0.95,2.04,13.46,7.14,2.98,,3.45,6.32,2.17,57667931,34175639,23492292
2314,台揚,27,201812,2019/3/27,0.41,0.69,15.63,1.05,0.96,,7.82,14.58,0.2,5918188,3158631,2759557
2316,楠梓電,28,201812,2019/3/28,1.32,2.06,12.31,1.38,10.21,,3.65,10.93,1.19,12167433,4958029,7209404
2317,鴻海,31,201812,2019/4/1,2.3,5.25,7,3.55,3.53,,1.69,3.45,8.74,3381355427,2048921539,1332433888
2321,東訊,27,201812,2019/4/1,-0.39,-2.1,20.94,-1.8,-2.18,,11.64,22.74,-0.32,2104482,1505473,599009
2323,中環,26,201812,2019/3/27,4.52,0.32,17.15,2.35,50.29,,3.05,14.8,-0.34,25360851,5866618,19494233
2324,仁寶,25,201812,2019/4/1,0.62,1.76,3.12,0.96,0.66,,1.36,2.17,1.33,399794823,286632975,113161848
2327,國巨,28,201812,2019/3/28,3.72,7.75,59.12,28.07,27.34,,0.84,31.05,79.11,123704332,64265980,59438352
2328,廣宇,28,201812,2019/3/25,1.33,1.84,7.9,3.51,3.96,,1.01,4.39,1.97,23074059,10560960,12513099
2329,華泰,24,201812,2019/3/29,0.51,1.06,8.65,1.78,1.45,,1.88,6.87,-0.23,16780082,11277482,5502600
2330,台積電,24,201812,2019/2/22,4.96,6.18,47.64,36.97,34.51,,8.18,10.65,13.67,2090128038,412631642,1677496396
2331,精英,25,201812,2019/4/1,0.42,0.4,8.75,-0.27,0.92,,3.15,9.02,-0.04,23500383,12329019,11171364
2332,友訊,27,201812,2019/3/18,0.94,0.99,29.23,1.27,3.44,,5.69,27.96,-0.06,17606823,7989891,9616932
2337,旺宏,24,201812,2019/3/29,4.99,9.49,28.23,6.84,31.93,,10.61,21.39,4.89,59048821,27688464,31360357
2338,光罩,24,201812,2019/3/27,-1.09,0.62,23.17,4.56,-6.11,,6.56,18.61,1.24,3864318,1290507,2573811
2340,台亞,24,201812,2019/3/13,1.7,2.03,29.06,14.14,13.26,,6.3,14.92,1.43,10194332,2663484,7530848
2342,茂矽,24,201812,2019/3/29,1.08,0.37,16.91,1.47,6.7,,5.64,15.44,0.9,3698067,1362975,2335092
2344,華邦電,24,201812,2019/2/1,1,1.57,34.31,10.35,7.92,,16.62,23.96,1.96,96042464,32151367,63891097
2345,智邦,27,201812,2019/3/28,3.72,8.42,16.32,7.93,6.14,,3.75,8.39,5.43,22378327,12099731,10278596
2347,聯強,29,201812,2019/3/13,1.09,3.08,4.06,1.28,1.46,,0,2.78,3.58,147518369,98158469,49359900
2348,海悅,20,201812,2019/4/1,4.75,6.74,49.53,31.53,31.37,,0,18.01,5.28,2420143,964430,1455713
2349,錸德,26,201812,2019/4/1,-2.15,-3.68,4.4,-18.76,-23.5,,1.87,23.16,-0.96,23694775,10487311,13207464
2351,順德,24,201812,2019/3/28,2,3.6,17.38,9.5,8.29,,2.22,7.87,4.54,11381615,5357620,6023995
2352,佳世達,25,201812,2019/3/29,1.14,2.92,12,2.98,2.73,,2.18,9.02,1.91,119807283,79947637,39859646
2353,宏碁,25,201812,2019/3/20,0.33,0.91,10.59,1.71,0.77,,1.23,8.94,0.45,153989410,95003124,58986286
2354,鴻準,31,201812,2019/4/1,2.26,3.36,14.84,11.51,11.84,,0.82,3.33,5.72,156564335,56974401,99589934
2355,敬鵬,28,201812,2019/3/20,0.75,3.9,8.79,2.83,3.68,,0.65,5.96,1.42,23155834,7694362,15461472
2356,英業達,25,201812,2019/3/29,0.66,1.97,4.11,0.94,0.79,,1.68,3.17,1.71,205803922,148082405,57721517
2357,華碩,25,201812,2019/3/20,2.72,4.52,19.71,13.21,-4.22,,1.71,6.5,18.37,342165876,174473952,167691924
2358,廷鑫,20,201812,2019/3/25,1.55,2.13,7.09,4.14,3.12,,0.14,2.96,0.75,2574218,1338288,1235930
2359,所羅門,31,201812,2019/3/18,2.16,0.49,21.28,3.86,14.36,,2.31,17.42,1.08,6091130,1315050,4776080
2360,致茂,31,201812,2019/3/25,2.11,3.36,43.45,12.88,12.28,,8.05,30.56,6.14,23202464,8512115,14690349
2362,藍天,25,201812,2019/3/27,0.2,0.21,29.37,5.37,0.8,,3.27,24,0.03,112459857,70602727,41857130
2363,矽統,24,201812,2019/3/27,-1.78,-1.8,-9.88,-252.31,-299.36,,173.22,242.43,-0.33,6384457,94368,6290089
2364,倫飛,25,201812,2019/3/28,-0.67,-2.88,25.41,-8.54,-4.49,,11.48,33.95,-0.04,1129382,798802,330580
2365,昆盈,25,201812,2019/3/28,-0.17,0.78,23.75,-0.08,-2.01,,0.3,23.83,0.51,4664837,1496026,3168811
2367,燿華,28,201812,2019/3/22,1.35,2.89,15.78,5.91,5.26,,0.61,9.87,1.08,22246556,12347612,9898944
2368,金像電,28,201812,2019/3/29,0.4,2.25,15.09,4.04,0.52,,2.42,11.15,0.94,21195548,14143065,7052483
2369,菱生,24,201812,2019/3/22,-1.03,-1.53,1.91,-8.67,-7.57,,3.61,10.58,-0.55,8149536,2209833,5939703
2371,大同,05,201812,2019/4/1,-10.86,-23.46,-36.22,-64.93,-174.49,,10.55,28.89,-0.79,139161914,108236003,30925911
2373,震旦行,31,201812,2019/3/28,2.64,4.77,44.79,11.25,11.52,,0,33.87,5.95,17280393,8581385,8699008
2374,佳能,26,201812,2019/3/26,-0.88,-1.48,7.71,-11.61,-5.24,,10.25,19.32,-1.7,11048088,3525309,7522779
2375,凱美,28,201812,2019/3/31,0.5,1.77,21.48,7.96,5.66,,-0.47,13.52,-13.11,13305448,5614579,7690869
2376,技嘉,25,201812,2019/3/26,0.31,0.67,11.23,-0.52,0.87,,3.31,11.75,4.11,35734595,11565929,24168666
2377,微星,25,201812,2019/3/27,1.23,2.23,10.47,2.18,2.28,,2.62,8.29,7.01,55174173,25228312,29945861
2379,瑞昱,24,201812,2019/3/28,1.88,4.61,44.93,7.65,9.18,,29.17,37.28,8.6,58252314,33605415,24646899
2380,虹光,25,201812,2019/3/26,-3.33,-5.84,26.4,-16.33,-17.29,,21.57,42.73,-2.13,2879896,1219034,1660862
2382,廣達,25,201812,2019/3/28,0.85,3.26,4.1,1.43,1.35,,1.13,2.68,4,659467182,518240086,141227096
2383,台光電,28,201812,2019/3/25,1.96,3.7,18.12,10.31,7.9,,2.38,7.81,5.52,21962463,10047673,11914790
2385,群光,28,201812,2019/3/28,1.42,4.81,15.93,7.01,4.33,,2.63,8.92,5.32,68931908,40750384,28181524
2387,精元,25,201812,2019/3/25,0.83,1.4,13.52,5.1,3.6,,2.59,8.42,0.65,12874568,5436367,7438201
2388,威盛,24,201812,2019/3/29,0.21,0.8,28.77,-18.49,0.7,,21.66,47.26,0.27,8430537,4546038,3884499
2390,云辰,31,201812,2019/3/29,-2.47,-3.01,18.75,-27.82,-44.7,,10.49,46.57,-0.93,2728116,452953,2275163
2392,正崴,28,201812,2019/4/1,1.33,2.25,10.2,2.98,3.27,,2.23,7.22,0.82,71169035,43221801,27947234
2393,億光,26,201812,2019/3/29,0.58,0.72,23.67,2.38,2.77,,3.29,21.3,1.69,29084143,11731517,17352626
2395,研華,25,201812,2019/3/8,3.8,5.77,38.59,15.96,13.24,,8,22.63,8.85,43939961,14396486,29543475
2397,友通,25,201812,2019/3/13,2.85,4.35,29.78,13.32,10.43,,5.73,16.46,5.62,4722147,1505358,3216789
2399,映泰,25,201812,2019/4/1,-3.65,-3.06,-2.92,-21.13,-20.85,,4.23,18.22,-0.04,3031177,747131,2284046
2401,凌陽,24,201812,2019/3/29,-0.22,-0.23,41.79,-0.85,-2.52,,27.65,42.61,-0.42,11926984,2059378,9867606
2402,毅嘉,28,201812,2019/3/27,1.05,1.82,11.05,4.83,5.21,,0.14,6.22,0.51,9670923,3686591,5984332
2404,漢唐,31,201812,2019/3/29,3.82,11.04,16.62,13.67,10.16,,0.12,2.95,11.33,20810603,13323838,7486765
2405,輔信,25,201812,2019/3/28,-2.08,-2.54,22.63,-13.15,-11.22,,9.53,35.79,-0.37,4096543,764725,3331818
2406,國碩,26,201812,2019/3/29,-4.14,16.73,0.23,49.5,-48.9,,4.82,15.97,0.57,18708505,13877031,4831474
2408,南亞科,24,201812,2019/2/27,4.37,4.89,52.91,41.82,46.9,,7.77,11.08,12.94,182585813,17678515,164907298
2409,友達,26,201812,2019/2/26,0.03,-0.74,5.3,-1.89,-0.55,,3.3,7.18,0.84,409831775,192553087,217278688
2412,中華電,27,201812,2019/3/20,1.88,2.27,32.47,18.44,15.63,,1.69,14.39,4.58,467268704,80696384,386572320
2413,環科,28,201812,2019/3/29,0.31,0.98,16.79,0.72,1.02,,5.44,16.07,0.18,4756301,3024309,1731992
2414,精技,29,201812,2019/3/27,0.91,1.69,8.26,1.42,1.14,,0.71,6.84,1.52,5995820,2918496,3077324
2415,錩新,28,201812,2019/3/15,0.54,0.69,20.56,4.57,3.76,,2.36,14.46,1.21,4797160,2662327,2134833
2417,圓剛,25,201812,2019/3/28,1.3,1.63,54.17,7.61,8.43,,11.06,46.56,0.09,4758772,717791,4040981
2419,仲琦,27,201812,2019/3/26,1.57,3.73,15.91,3.21,3.83,,2.96,12.69,0.95,9961129,6080160,3880969
2420,新巨,28,201812,2019/3/27,2.91,5.32,38.76,22.09,21.61,,2.85,16.67,3.24,5650553,2569267,3081286
2421,建準,28,201812,2019/3/14,1.61,3,19.64,4.35,4.64,,5.98,15.29,2.34,8971556,4832185,4139371
2423,固緯,31,201812,2019/3/26,2.88,4.09,48.29,9.61,12.2,,7.4,38.68,2.39,3246879,920459,2326420
2424,隴華,27,201812,2019/3/29,-3.56,-5.57,-38.05,-5749.56,-3959.88,,482.3,5711.5,-1.61,370463,11505,358958
2425,承啟,25,201812,2019/3/28,0.96,1.16,4.97,1.54,1.91,,0.57,3.42,2.41,2014503,280379,1734124
2426,鼎元,26,201812,2019/3/31,0.67,2.56,14.75,-4.24,6.95,,6.05,18.99,0.45,6431402,2123976,4307426
2427,三商電,30,201812,2019/3/26,1.66,3.22,30.99,6.07,6.45,,4.37,24.92,0.63,4276492,2121136,2155356
2428,興勤,28,201812,2019/3/27,2.97,4.05,33.75,18.59,15.97,,-0.14,15.16,7.72,8245947,2186189,6059758
2429,銘旺科,26,201812,2019/3/29,-0.48,-2.22,11.4,-1.14,-3.06,,2.96,12.55,-0.45,932718,649246,283472
2430,燦坤,29,201812,2019/3/29,0.02,0.65,14.67,0.99,0.05,,0,13.68,1.52,9261481,4540810,4720671
2431,聯昌,28,201812,2019/3/22,-4.28,-7.35,3.12,-14.73,-15.94,,3.04,17.85,-1.69,2287901,987819,1300082
2433,互盛電,31,201812,2019/3/29,1.37,2.33,30.19,13.78,10.57,,0,16.41,3.66,8452109,3537987,4914122
2434,統懋,24,201812,2019/3/29,-7,-15.67,-76.23,-105.92,-106.86,,2.17,29.69,-2.56,870812,485788,385024
2436,偉詮電,24,201812,2019/3/15,-1.66,2.71,24.96,10.13,-10.9,,8.38,14.83,1.47,3837550,947437,2890113
2438,翔耀,26,201812,2019/3/29,0.43,0.5,26.79,8.62,4.14,,1,18.17,0.11,1010335,171763,838572
2439,美律,27,201812,2019/2/27,4.37,10.93,14.46,8.59,9.25,,2.68,5.88,10.1,30331576,20252149,10079427
2440,太空梭,28,201812,2019/3/28,0.04,-0.59,5.6,0.15,-0.84,,0.42,5.45,-0.42,2652852,1476495,1176357
2441,超豐,24,201812,2019/3/20,2.35,2.78,21.04,17.42,15.52,,1.66,3.62,4.21,18824560,2605496,16219064
2442,新美齊,14,201812,2019/3/29,9.02,24.18,28.65,19.51,19.29,,0.71,9.13,3.63,8147259,4218610,3928649
2443,昶虹,20,201812,2019/4/1,-5.06,-9.05,-5.42,-36,-39.34,,0.54,30.58,-2.36,1912080,883884,1028196
2444,兆勁,27,201812,2019/3/29,-3,-3.84,2.78,-8.8,-10.03,,1,11.59,-0.92,1274688,285725,988963
2449,京元電子,24,201812,2019/3/22,1.04,1.39,21.98,8.88,7.42,,4.32,13.1,1.27,47155759,22635907,24519852
2450,神腦,27,201812,2019/2/27,1.32,2.23,11.37,1.11,1.63,,0,10.25,1.55,9727886,3904218,5823668
2451,創見,24,201812,2019/3/8,1.82,1.95,18.49,10.91,9.83,,0.76,7.58,4.79,21864512,1884210,19980302
2453,凌群,30,201812,2019/3/27,0.86,1.53,22.06,0.22,1.73,,7.39,21.85,0.64,3338658,1582273,1756385
2454,聯發科,24,201812,2019/3/29,1.07,1.51,38.92,6.32,6.69,,24.75,32.6,10.73,402836044,128510137,274325907
2455,全新,27,201812,2019/3/8,2.03,3.01,37.34,19.78,16.05,,10.84,17.56,2.19,3932062,1396210,2535852
2457,飛宏,28,201812,2019/3/15,0.11,-1.13,12.17,-2.63,0.25,,4.49,14.81,-1.17,10476559,5385457,5091102
2458,義隆,24,201812,2019/3/27,4.24,6.89,46.46,21.38,19.06,,17.83,25.05,5.1,9803147,3220389,6582758
2459,敦吉,31,201812,2019/3/28,1.58,2.49,17.69,7.96,6.83,,1.07,9.73,3.45,8284872,3554049,4730823
2460,建通,28,201812,2019/3/27,0.07,-0.34,9.65,-0.77,-0.63,,0.77,10.41,-0.51,6011766,3472460,2539306
2461,光群雷,31,201812,2019/3/29,0.15,-0.22,21.05,4.64,0.23,,4.76,15.84,0.34,6610157,3221937,3388220
2462,良得電,28,201812,2019/3/27,2.04,0.1,10.22,1.44,7.96,,0.2,8.78,-0.42,4910019,2355075,2554944
2464,盟立,31,201812,2019/3/25,2.11,6.12,20.49,8.37,6.4,,5.14,12.11,5.01,12418628,8304127,4114501
2465,麗臺,25,201812,2019/3/13,-1.61,11.07,18.76,2.39,-2.67,,3.66,16.37,-0.09,1259908,958461,301447
2466,冠西電,26,201812,2019/4/1,0.95,-0.4,6.77,-4.89,4.08,,0.14,11.66,-0.41,3968060,2264837,1703223
2467,志聖,28,201812,2019/3/29,2.58,5.9,34.7,12.2,11.04,,6.98,22.5,3.65,6509730,3790744,2718986
2468,華經,30,201812,2019/3/29,0.71,0.99,11.19,1.59,2.64,,,9.6,0.6,1567110,438022,1129088
2471,資通,30,201812,2019/3/21,2.08,3.17,45.47,11.52,11.22,,17.52,33.95,1.2,1117235,389606,727629
2472,立隆電,28,201812,2019/3/26,1.77,3.43,28.05,12.21,9.24,,1.73,15.84,4.47,10904598,5311255,5593343
2474,可成,31,201812,2019/3/22,2.84,4.71,36.68,27.24,23.74,,2.91,9.44,36.18,257159913,105835598,151324315
2476,鉅祥,28,201812,2019/3/28,1.5,2.38,28.93,12.03,8.14,,3.24,16.92,1.78,7445015,2311855,5133160
2477,美隆電,31,201812,2019/3/28,0.87,1.67,20.84,5.95,4.96,,3.63,14.89,0.91,5617550,2244821,3372729
2478,大毅,28,201812,2019/3/14,3.33,6.71,48.2,33.72,20.76,,0.4,14.48,7.74,8753366,2823068,5930298
2480,敦陽科,30,201812,2019/2/25,2.57,4.69,30.93,11.23,9.27,,1.78,19.7,3.8,4963595,2324040,2639555
2481,強茂,24,201812,2019/3/26,1,3.8,22.22,9.75,6.47,,2.42,12.48,2.59,15750436,9067902,6682534
2482,連宇,31,201812,2019/3/21,1.04,1.61,43.94,6.02,4.4,,18,37.92,0.11,1121383,377905,743478
2483,百容,28,201812,2019/2/27,0.76,0.89,21.59,2.93,5.6,,5.5,18.66,1.15,3713331,1298139,2415192
2484,希華,28,201812,2019/3/21,1.65,2.24,22.83,7.76,10.75,,3.77,15.06,1.62,4119949,1044775,3075174
2485,兆赫,27,201812,2019/3/28,1.61,-0.96,8.09,-2.61,6.99,,2.89,10.7,0.28,9016100,2065928,6950172
2486,一詮,26,201812,2019/3/25,-0.61,-1.3,6.24,-6.67,-5.31,,2.06,12.91,-0.54,6281484,3018447,3263037
